TLINKIDP1,LENGTH,geometry
3404612,126,"MULTILINESTRING ((127.4294954286023 36.35619790627693, 127.4292821534837 36.35619555634827), (127.43367322909137 36.356275103185034, 127.43336332541779 36.35626409997967, 127.43248272510563 36.35624308057121))"
3404651,644,"MULTILINESTRING ((127.40097353054789 36.372894759799486, 127.40143826754623 36.37300231481065, 127.402992485771 36.373184485978946, 127.40359732120497 36.373293359703, 127.40396194414987 36.37340914512205), (127.4056851805152 36.3739545651625, 127.40642245682726 36.37423592023811, 127.40671940936463 36.37441670105323, 127.40691775393925 36.37455914826675, 127.40712810985906 36.374739950665514, 127.40754145535213 36.37520032980002, 127.40762068549863 36.375333957301876), (127.40799328553358 36.375962374817796, 127.40865857436621 36.37703641514235))"
3405561,2470,"MULTILINESTRING ((127.2883004158001 36.43395372122622, 127.2882879401934 36.43523455272175, 127.28825698878585 36.436924304778316), (127.29186386348053 36.42510751285876, 127.29128809738884 36.425580061128365, 127.29103916788004 36.425794494079724, 127.29090946142414 36.425925626159405, 127.29031761367752 36.42654323124391, 127.28979726692009 36.42723711705186, 127.2891289607781 36.428366449611325, 127.28887972589769 36.42894214398779, 127.28865254836555 36.429595038431145, 127.2885210213967 36.430119062304314, 127.28843408032681 36.43055778153356, 127.28836571069331 36.43121508647626, 127.28831131604359 36.43283141189277, 127.28830718855053 36.43329435307274, 127.28830498461531 36.43375432411719), (127.30112222935433 36.41666662785226, 127.30102958598304 36.41689545178434, 127.30097958598328 36.41701028012913, 127.30088688622872 36.41722716557674, 127.30066989757402 36.41764712163159, 127.30057897575139 36.41782283124581, 127.30031093004445 36.41824278760412, 127.30015137883302 36.41847127457968, 127.29982016014876 36.418881729358084, 127.29916728958473 36.419561094955064, 127.29799829593473 36.420509561441314, 127.29708515685783 36.42118010570487, 127.29610364285627 36.421925644850866, 127.29392666641665 36.42353142184874, 127.29367301682284 36.42373434958402, 127.2932561489647 36.424038741402896))"
3405562,1310,"MULTILINESTRING ((127.2881115535768 36.43104833533884, 127.28821021506228 36.43035508623975, 127.28825179374748 36.43011839549881, 127.28828788294642 36.42995372708215, 127.28839148055143 36.42953571699122, 127.28849073247373 36.42920669651459, 127.28878297639994 36.4284751310087, 127.28901272898105 36.428017442763675, 127.28940055236146 36.42735756258951, 127.28993541941954 36.426627833746835, 127.29039125207936 36.42610948686486, 127.29092244489861 36.425585625236586, 127.29137006444772 36.425198766094226, 127.29305528169373 36.423893536321124, 127.2935206738341 36.42355164697628), (127.29576823090288 36.42187528652353, 127.29622921173173 36.42153560292554, 127.29710264898624 36.42088049893667, 127.29787462628634 36.42029377286674, 127.29836418990661 36.419917594080005))"
3405571,357,"MULTILINESTRING ((127.28169790015679 36.45682702175702, 127.2815171598691 36.45701236458114, 127.28113468868395 36.45737942317015), (127.28655012755604 36.451102963169475, 127.28603756526243 36.451938935154935, 127.28577414735085 36.45237210040242, 127.28554992198009 36.45268662167965), (127.28704458439086 36.45001744368943, 127.28672774946764 36.45070734856697))"
3405572,281,"MULTILINESTRING ((127.28410733364503 36.45408400391983, 127.28444369405834 36.45370351522256, 127.28497308372718 36.4530217580448, 127.2853256329038 36.45255167290583, 127.28550722152949 36.452273867521235), (127.28625802205657 36.45101781948995, 127.28646174630346 36.450638919455514))"
3405641,321,"LINESTRING (127.42881365455459 36.435996100522736, 127.42898976700074 36.436426836309124, 127.42902641976956 36.4364803279834, 127.42908615993356 36.436579253406585, 127.42911707412843 36.43660790400776, 127.42932827271282 36.43674820993562, 127.42955095563957 36.43688892775291, 127.43019360037111 36.437295030105346, 127.43037619781704 36.43743731364227, 127.4305644618913 36.437636627685606, 127.43070610870866 36.43783710005572, 127.43079222598801 36.43800001044259, 127.43088571501022 36.43825366512008)"
3405642,195,"LINESTRING (127.43127769747515 36.439994775113, 127.43102748634449 36.43886983202571, 127.43088571501022 36.43825366512008)"
3405651,889,"MULTILINESTRING ((127.4065056426279 36.44198096288233, 127.40675776135096 36.441951932719114, 127.40685251778932 36.44202442656553, 127.4067284518097 36.44213021218593), (127.40824023143288 36.44304442638582, 127.40902179533761 36.443463299111194, 127.41066790155973 36.44437058252472), (127.41273452673231 36.445458943259304, 127.41386982276987 36.44597216116102, 127.41424323476687 36.44614170135024, 127.4154147024358 36.44662289709255), (127.41748395069548 36.44674443866822, 127.41768977043458 36.446729357937315, 127.41777513138354 36.446712927323944, 127.41878753596318 36.44641573197163, 127.41919211443363 36.44629158828042), (127.41962253758129 36.44615951422736, 127.42002898746081 36.44604534497241, 127.42061309313246 36.44593147134304, 127.4208402678999 36.44591329376001, 127.42100106245456 36.445900427646386, 127.42119541296546 36.44589581346258))"
3405661,429,"MULTILINESTRING ((127.43123946922884 36.44686590767227, 127.43122070141362 36.447005506532165), (127.43127769747515 36.439994775113, 127.43137913704038 36.44043577919076), (127.43146075862107 36.44559772125867, 127.43128005446331 36.44660408135605), (127.43138879665847 36.440500479115414, 127.43147125279845 36.44091046833703), (127.431573351031 36.44140708475303, 127.43162961441689 36.44181979442378), (127.43170023719433 36.44438069067403, 127.43167972576427 36.444569915167726, 127.43160295869384 36.444933004376956), (127.43168559541621 36.442485621876635, 127.43172489309295 36.44331873671655))"
3405662,481,"MULTILINESTRING ((127.43092437149245 36.44809608012086, 127.43120864323318 36.44709519775227, 127.43122070141362 36.447005506532165), (127.43123946922884 36.44686590767227, 127.43128005446331 36.44660408135605), (127.43138879665847 36.440500479115414, 127.43137913704038 36.44043577919076), (127.43146075862107 36.44559772125867, 127.43160295869384 36.444933004376956), (127.431573351031 36.44140708475303, 127.43147125279845 36.44091046833703), (127.43168559541621 36.442485621876635, 127.43162961441689 36.44181979442378), (127.43170023719433 36.44438069067403, 127.43172489309295 36.44331873671655))"
3406011,806,"MULTILINESTRING ((127.30063646043749 36.50055212016025, 127.30036208897701 36.50037603830277), (127.31206573460462 36.51441197304846, 127.31208558354083 36.51429063022514, 127.31207264859194 36.51420859406969, 127.31204247184107 36.51412998612982, 127.31197271143093 36.51400411432068, 127.31227224580664 36.51420169016519), (127.31762643636296 36.51752293756267, 127.31733033667817 36.51728761676624, 127.31708442344471 36.5170991371286, 127.31677661383236 36.516879430222055, 127.31644018535079 36.51666054702116, 127.3130331294738 36.5146685018492, 127.31255961257813 36.51438224180223), (127.31802189422777 36.51790510811271, 127.31767662286552 36.517575355085725, 127.31762643636296 36.51752293756267), (127.31770726055345 36.51811412545317, 127.31773606991811 36.517991445267384, 127.31774815110519 36.51792267003612, 127.3177462917909 36.517860400646654, 127.31773792688135 36.51779813129619, 127.31762643636296 36.51752293756267))"
3406012,1913,"MULTILINESTRING ((127.30011568193495 36.5001700117197, 127.30022348906286 36.50026661329479, 127.30036208897701 36.50037603830277), (127.30063646043749 36.50055212016025, 127.3009372314963 36.500760181909115, 127.3024873533107 36.50155524643566, 127.30296441666837 36.50182766276968, 127.30312248870307 36.50191985676765, 127.30348024800045 36.5021923576378, 127.30396441690203 36.50265356594733, 127.30425588627344 36.503023512855854, 127.30447284231799 36.50337949868914, 127.30456848341764 36.5035715848813, 127.30520122211999 36.505166371520524, 127.305825425357 36.50679866798225, 127.30587862382635 36.50692179975229, 127.30590674565266 36.50698688978765, 127.30613079734815 36.50737640414478, 127.30643913080635 36.50779731023672, 127.30672354499637 36.508125271397, 127.3069488053802 36.50834352066576, 127.3079886950426 36.50923003185288, 127.30831219466731 36.509529226399486, 127.30868698082885 36.50995086004304, 127.30906439211174 36.51044206254071, 127.30985469203293 36.511751981733106, 127.31024064147915 36.51228109874824, 127.3110448584079 36.51320721787585, 127.31137899701206 36.51350781806282, 127.31179512500732 36.513871565045406, 127.31197271143093 36.51400411432068), (127.31227224580664 36.51420169016519, 127.31255961257813 36.51438224180223))"
3422731,504,"MULTILINESTRING ((127.20192444790723 36.48630150289541, 127.20111030099952 36.48661060107208, 127.200170248043 36.48678896544115, 127.19998894547001 36.4867911695042, 127.19994706406533 36.48678837758889, 127.19992388965157 36.486782793401524, 127.19987363171877 36.4867520799166), (127.21465645884349 36.48915942216864, 127.21437689030135 36.488896820605085, 127.21480064481878 36.48955697398936, 127.21517170762873 36.48998049337903, 127.21551909227877 36.49039349897883, 127.21567305197453 36.490588484139046), (127.21558314863618 36.49081185761968, 127.21563117210704 36.490755455666374, 127.21564792441602 36.490728650813494, 127.2156635598579 36.49069849537296, 127.21567137738165 36.49066163879006, 127.21567305197453 36.490588484139046), (127.21585537717111 36.49076438926128, 127.21577831487726 36.49070296215477, 127.21574145894003 36.49066722270027, 127.21567305197453 36.490588484139046))"
3422732,1921,"MULTILINESTRING ((127.19975017947328 36.486173064259624, 127.19999100691327 36.48626712526155, 127.19982533415607 36.4862698587627), (127.20192444790723 36.48630150289541, 127.2024295388391 36.486200062153884, 127.20294852490682 36.486087504862745, 127.2034458683579 36.48596090084441, 127.2041078356903 36.485769137879934, 127.20463474171567 36.48562072993435, 127.20492070503386 36.485549027034104, 127.20523751583718 36.48548399383264, 127.2055459896492 36.48543563538154, 127.2058719715495 36.485397281648055, 127.20639200243448 36.485366030826235, 127.20686992718903 36.48537059624623, 127.20724093024286 36.485397273582265, 127.2076211043335 36.48544396050572, 127.20792318702662 36.485488031727186, 127.20829224539838 36.48557068428061, 127.20865824676996 36.485664060450915, 127.20895845421298 36.485759197116224, 127.20952700292776 36.485975733289045, 127.20991896582296 36.486134372234076, 127.21092000578233 36.486573235207445, 127.21135075983949 36.48676429695362, 127.2117560392757 36.4869530429191, 127.21210052703174 36.48713947331218, 127.21237901221586 36.4873039027524, 127.21255907230594 36.48741275043526, 127.21283813662602 36.48759570731788, 127.21323357450473 36.487884038362694, 127.2137728340321 36.48833869240554, 127.21437689030135 36.488896820605085), (127.21651255964247 36.49048671468948, 127.21637217210679 36.490359392936526, 127.21617670189546 36.490200500869356, 127.21576514905773 36.48987434305149, 127.21509844427347 36.48934769559011, 127.21465645884349 36.48915942216864, 127.21761970758018 36.491954418248156))"
3422771,505,"MULTILINESTRING ((127.19347651361956 36.48610346977544, 127.19684754478835 36.48644141986643), (127.19724013834815 36.48648077786122, 127.19786682473298 36.48636391037278, 127.19812755875567 36.486357697511885, 127.19946690450662 36.486284351820686))"
3422772,602,"MULTILINESTRING ((127.19347651361956 36.48610346977544, 127.19237716948909 36.48601976313997), (127.20192444790723 36.48630150289541, 127.20123952486693 36.4864077247768, 127.20072123312094 36.48647164751745, 127.20010359034553 36.48652584393366, 127.19949428451096 36.48655780736524, 127.19896973943102 36.48656892692075, 127.1985633037363 36.48656615019628, 127.19817423697434 36.486550867343354, 127.19782824543312 36.486534194678306, 127.19755711189721 36.486511579812294, 127.19724013834815 36.48648077786122, 127.19684754478835 36.48644141986643), (127.19988131045261 36.48680533260349, 127.19981693740327 36.48682549859614, 127.1997739873894 36.48683838932974, 127.19973545658081 36.48684509074513, 127.19967040899363 36.48684495084375, 127.19993973839402 36.48697842923386))"
3422871,475,"MULTILINESTRING ((127.21761970758018 36.491954418248156, 127.21711542414037 36.491717038323195, 127.2166633204082 36.49138209057992, 127.21635547348713 36.491157736605665, 127.2160589513142 36.49093592901615, 127.21602202000227 36.490867229021845, 127.2160144578689 36.49084318545031, 127.21601290649252 36.490819529643574, 127.21601794752388 36.49079238359557, 127.21602647870876 36.49076950332986, 127.21604670806519 36.490734421669615), (127.22378085317091 36.49573068048453, 127.22336527730134 36.49565939923692, 127.22304260969213 36.49559439631561, 127.22274796724041 36.49551993798089, 127.22221503657606 36.49537216979085, 127.2217218236804 36.49518376743888, 127.221247990454 36.49496786821924, 127.2209778122068 36.49482320452529))"
3422872,488,"MULTILINESTRING ((127.21666748483864 36.4906326321547, 127.2167496193865 36.490688940267766, 127.21678545152807 36.49072151527816, 127.2168589773702 36.49080481434016, 127.21685618464618 36.490735010309756, 127.21686409527418 36.49070196968088, 127.21687852081284 36.49067218653573, 127.2169285450266 36.49058749066361), (127.21761970758018 36.491954418248156, 127.21811015883623 36.49241708674979, 127.2190196204997 36.49327869082602, 127.21935927420802 36.493601603658966, 127.21963012204698 36.49384644003487, 127.21994400677843 36.49412171162126, 127.22020133622843 36.494328496368745, 127.22047691845445 36.49452175054893, 127.22071433513118 36.49467109478412, 127.2209778122068 36.49482320452529))"
3428871,583,"MULTILINESTRING ((127.20088652926032 36.67399039319431, 127.20170406424512 36.6733240962962, 127.20282891735181 36.67239962292979, 127.20376012933889 36.671640333436095), (127.20755922351884 36.6701027877491, 127.20817117888505 36.670044601614514, 127.2089814734298 36.67003246796252, 127.2097883091821 36.67010658199106, 127.20997034185358 36.670133571544646))"
3428872,1044,"MULTILINESTRING ((127.19708719903375 36.67622675687699, 127.1974297413279 36.67611132728283, 127.19796532986418 36.67590439328468, 127.19832081657376 36.67574640039108, 127.19856032221777 36.67562886979409, 127.19929577518218 36.675212087094714, 127.20020856545696 36.67454258771092, 127.20088652926032 36.67399039319431, 127.20059729020937 36.67440197151762, 127.19959405421983 36.675520836937864, 127.1995327609271 36.67561406245787, 127.19952648905536 36.67564119590284, 127.19953120330152 36.67568203591477, 127.19956503309844 36.675759168966515), (127.20755922351884 36.6701027877491, 127.20725465282518 36.67014556579969, 127.20649166082092 36.67031086118776, 127.20614198103371 36.670402217017, 127.20554597514406 36.67061600834559, 127.20485487224535 36.67093669668763, 127.20449846103286 36.67113229113453, 127.20395066060311 36.671492919267365, 127.20376012933889 36.671640333436095))"
3428881,1657,"MULTILINESTRING ((127.23279417178571 36.66666662579353, 127.23270009910419 36.66671316660771, 127.23242932223455 36.666832627149766, 127.23190870021539 36.667030376372075, 127.23181275185053 36.66706229996405, 127.23117743629258 36.66727367985218, 127.22710511368994 36.66843256599882), (127.2500000318989 36.66007594251354, 127.24909910363651 36.66014007257822, 127.24661399134756 36.660205702102395, 127.24600387779273 36.66021309093152, 127.24544423239165 36.66021125271672, 127.24334853507092 36.66011911717277, 127.24254646122884 36.660062189188174, 127.24240330804737 36.6600466686885, 127.24218140082385 36.66002480387855, 127.24188140082371 36.66001679259837, 127.24155473415689 36.660016792598036, 127.24125570299039 36.66004511016224, 127.24098608354791 36.66007070756483, 127.24051403211269 36.6601397898853, 127.24015763169176 36.660215296962406, 127.23952073183084 36.660406761722285, 127.23906203173067 36.66059283324815, 127.23871953033208 36.660767030126, 127.23851828904162 36.66087711343734, 127.2383188751737 36.66099926834824, 127.23816638073475 36.66110041869393, 127.23795078677318 36.6612563170983))"
3428882,2965,"MULTILINESTRING ((127.21630500268515 36.67113505579917, 127.21692215778766 36.671115572364265, 127.21731529750978 36.67107721392178, 127.21785249188387 36.67098342153369, 127.21831651857046 36.67088226141117), (127.21945577842594 36.67059152396254, 127.22710511368994 36.66843256599882), (127.23279417178571 36.66666662579353, 127.23305132482591 36.66653940680033, 127.23340316658305 36.66634514874594, 127.23369149462133 36.66617019913542, 127.23427780581899 36.66575908216471, 127.23463724414908 36.665461782490304, 127.23494446154699 36.66517188513538, 127.23512881716665 36.66498524074118, 127.2354409700437 36.66462755788773, 127.23572820270718 36.66424288817887, 127.23623336088265 36.6634560155788, 127.23666026365241 36.66272616269322, 127.23680165056483 36.662501387944246, 127.23703018897612 36.66216973236957, 127.23727637478373 36.66187389589196, 127.23743295304398 36.66170876597855, 127.23775667210171 36.66140936278992, 127.23791155603936 36.66128468528063, 127.23795078677318 36.6612563170983), (127.2500000318989 36.66007594251354, 127.25044851943045 36.6600440181797, 127.25145803277319 36.66001345834533, 127.25249492565997 36.659938643105164, 127.25322273662378 36.65985767797407, 127.25374406194965 36.659759841037186, 127.25431466375406 36.65960642178962, 127.25477718400477 36.65944864481881, 127.25521182561143 36.65927007445259, 127.25579274627316 36.658971992368265, 127.25608597471708 36.65880191798252, 127.2563999460236 36.65858234401299, 127.25685063226466 36.65822370607968, 127.25724999628217 36.65784844269812, 127.25741144575208 36.65766257296998, 127.25794993563184 36.656995780776526, 127.25863442131748 36.65602827215269, 127.25949894513563 36.654818989830034, 127.25901925829903 36.6551698252102, 127.25831251079497 36.65576773406409, 127.25825593894278 36.65582474658406, 127.25822576758812 36.655866735030166, 127.25815882475452 36.65598307132769))"
3428891,284,"MULTILINESTRING ((127.21630500268515 36.67113505579917, 127.2157692739694 36.671135290219105, 127.21467560370857 36.6710554009103, 127.21432632321984 36.670992519414355), (127.21945577842594 36.67059152396254, 127.21831651857046 36.67088226141117))"
3428892,403,"LINESTRING (127.20997034185358 36.670133571544646, 127.21024851294932 36.67018250365647, 127.210887216851 36.670292068059844, 127.21432632321984 36.670992519414355)"
3428961,791,"MULTILINESTRING ((127.16274593576706 36.68498181075859, 127.16184779634739 36.68565577437691, 127.16163389350241 36.68583971181183), (127.17015707413887 36.682232791068806, 127.16490225008768 36.683907888058556, 127.16458088905185 36.68402159114089, 127.16382660338452 36.684349855371664, 127.16345172824464 36.684550101399196))"
3428962,494,"MULTILINESTRING ((127.1610260165618 36.68598013375141, 127.1611535467209 36.68597762374376, 127.16132797562445 36.68595874877319, 127.16146186129218 36.685918688473585, 127.16157123234068 36.68587169440111, 127.16163389350241 36.68583971181183, 127.16138758898401 36.68605151114249), (127.16274593576706 36.68498181075859, 127.16297035348524 36.6848388482339, 127.16345172824464 36.684550101399196), (127.17289990380452 36.68127774165442, 127.17338268774866 36.68109816862956, 127.17618350839642 36.67998889537993))"
3434151,2653,"MULTILINESTRING ((127.2046810081372 36.542800579245046, 127.20426725457975 36.54297610980534), (127.2095246460015 36.541668639348316, 127.20929711170085 36.541691800004116, 127.2090354183593 36.541724224585714, 127.20876735638831 36.541758965135855, 127.20843734495432 36.541808759603526, 127.20796664452642 36.54188981997106, 127.20735351827341 36.54201025200683, 127.20682955318954 36.542137631307654, 127.2064236974861 36.54224995635857, 127.20616271753578 36.54233008595327, 127.20577699181187 36.54245144617482, 127.20526528198607 36.54262630198673), (127.23147388219333 36.5361220923619, 127.22979537406883 36.53679280582955, 127.22482626333947 36.53882840160499), (127.23888651936608 36.5330232219479, 127.23590551590502 36.53425296188008), (127.24182985220352 36.53181352547174, 127.24027947880523 36.53243048587253), (127.24648157643982 36.529271119607216, 127.24626577469141 36.529444192590795, 127.24540389635132 36.530024888103036, 127.244689924458 36.5304357581882, 127.24365457313961 36.53094706405556, 127.24213445541362 36.531665366791586, 127.24200754257105 36.53172801477867), (127.25000003113529 36.5257045734291, 127.24998582363915 36.52572040255669, 127.24984677901018 36.525890613576976, 127.24966595834476 36.52614936095123, 127.24934982824323 36.526624917925346, 127.24918578921681 36.52684010747327, 127.24897591550716 36.52708810631377, 127.24886137741288 36.527210272345876, 127.2486824778872 36.52739091601403, 127.24854931629989 36.52751134520873, 127.24815447435502 36.52785224292431, 127.246603008889 36.529165431007804), (127.2503771597985 36.525160279266046, 127.25048652117741 36.52523908459549, 127.25065940626689 36.52510237931809, 127.25087651793227 36.524947982639645), (127.25094443419589 36.525341738392164, 127.2508335002407 36.525261598527464, 127.25079570630719 36.52524229932856, 127.25074906704819 36.52522541261017, 127.25070162376211 36.52521897975097, 127.25064613937577 36.525226217364526, 127.2505761808873 36.52524471306118, 127.25039583152552 36.5253236978836))"
3434152,1306,"MULTILINESTRING ((127.20327380209308 36.54345162659522, 127.203745961948 36.54321471687684, 127.20426725457975 36.54297610980534), (127.2046810081372 36.542800579245046, 127.20522282356215 36.542543314713086), (127.20835165620305 36.54164876788297, 127.20896053668663 36.54152814287781, 127.20922158549763 36.54147889975522), (127.22174603824122 36.54006983408463, 127.22221861363418 36.53989141196703, 127.22317668670892 36.539503719455475, 127.22482626333947 36.53882840160499), (127.23147388219333 36.5361220923619, 127.2334394679808 36.53527013335529, 127.23559634804211 36.53438033991303, 127.23590551590502 36.53425296188008), (127.23888651936608 36.5330232219479, 127.24027947880523 36.53243048587253, 127.24170216385376 36.531761422401), (127.24648333655104 36.52915047354815, 127.24654347583365 36.529098609494646, 127.246603008889 36.529165431007804), (127.2503031124868 36.52522853341794, 127.2503771597985 36.525160279266046))"
3434161,807,"LINESTRING (127.19765526001832 36.549004442317354, 127.19779536806865 36.54875547891112, 127.1981575333461 36.54811165799978, 127.19837801754534 36.54776083302111, 127.19913701754318 36.54673346726424, 127.1997244175419 36.546091700728574, 127.19995586706725 36.54586979971549, 127.20033450896862 36.54550434357372, 127.20076108935056 36.54512916023875, 127.20117516442241 36.54479844285196, 127.20146681753906 36.544576268825374, 127.20205811731417 36.54417036938832, 127.20250334129224 36.54388550725022, 127.20294277587179 36.54363191021404, 127.20327380209308 36.54345162659522)"
3436331,604,"LINESTRING (127.144816608639 36.710679740648224, 127.14545505582367 36.71016700352031, 127.14590432774803 36.70980850282842, 127.1468792943636 36.70902444921716, 127.14778638342727 36.70829457835654, 127.1483499834263 36.707836960943006, 127.14881337464985 36.70742278849839, 127.14910589020731 36.70714474277195, 127.14936944352273 36.706860904634645, 127.14947594482564 36.70674108579397)"
3436332,391,"LINESTRING (127.15138954470551 36.703603186716556, 127.1511067168727 36.704353661998304, 127.1510145655706 36.70457541053805, 127.15090020318142 36.7048364040633, 127.1507302178021 36.7051605434892, 127.15053365086357 36.70550820438221, 127.15034415435625 36.70580825352869, 127.15028847543634 36.705888844861434, 127.1501829407087 36.70604159898025, 127.14996516068874 36.70633716996641, 127.1497926334969 36.70655354497679, 127.14966813106999 36.70670780764022, 127.14958456163556 36.70679883571538)"
3436672,237,"MULTILINESTRING ((127.33523183622371 36.35308978359587, 127.3349319815748 36.353174915217345, 127.33415174407347 36.3533800030455), (127.33597675904956 36.352887160947716, 127.33575472652693 36.35294755487869), (127.33740100725313 36.35250867587771, 127.33669586233992 36.35269778351446, 127.33661571206275 36.3527197404617), (127.33815661042748 36.352304743816745, 127.33786524178122 36.35238409729428, 127.33773907267418 36.352417955113296))"
3436682,387,"MULTILINESTRING ((127.34121602213207 36.351491516587515, 127.34041864137991 36.351738754830826, 127.33961233400278 36.35195716934424, 127.33886377435785 36.35212398185353), (127.34367099214231 36.351124450064695, 127.34357838584013 36.35105234812154, 127.34352417380755 36.351018883576096, 127.34345590692486 36.35099010419555, 127.34337492385053 36.35097671872956, 127.34320012104601 36.35096605116802, 127.34259478695311 36.35113034980704), (127.34378006569072 36.35079360827908, 127.34355884221229 36.35085776023943, 127.34326589775911 36.350945730909835, 127.34321610220317 36.350826863996424))"
3438611,388,"LINESTRING (127.36804919998177 36.40234596010817, 127.36698983780359 36.40162523572731, 127.36625671632322 36.401118584663564, 127.36474557659591 36.40008172519395)"
3438612,1771,"MULTILINESTRING ((127.35100404476816 36.393343273841104, 127.35142521976292 36.393476452142856, 127.3518846832984 36.39361129497624, 127.35265836172977 36.39382715486028, 127.35318918471859 36.39396877191648, 127.35357029827894 36.3940699269448, 127.35474319350428 36.394373563570305, 127.3552760809424 36.39451614574066, 127.35569075876771 36.39463360134462, 127.35617630856396 36.39478176395162, 127.35672566740028 36.39497154333204, 127.35727019412002 36.39518629103599, 127.35759481549358 36.395325019112285, 127.35803849551108 36.39553185502434, 127.35832313300317 36.39567183979954, 127.35874807408327 36.39589179967371, 127.35902870427411 36.396050337308694, 127.35933883962467 36.396240961451824, 127.35957667717538 36.39638559823749, 127.36012098649881 36.39674828056593, 127.36034401782702 36.39689294400376, 127.3610719398348 36.39739382437252, 127.36204179922947 36.39805979072808, 127.36233402597685 36.398262906422204, 127.36285287291274 36.3986182063035, 127.36352784701997 36.39907616118055, 127.36412313589211 36.39948686697457, 127.36450544716351 36.39975027597345, 127.36469948675467 36.399883967491974, 127.36483976504351 36.399980434130384), (127.3686815789822 36.40257891434788, 127.36883071503028 36.40267179425276, 127.36949679108938 36.40304151878381, 127.36979621062659 36.40319643217583, 127.37014426847253 36.40336712446431, 127.3706121515508 36.403575536049615, 127.37102091316603 36.403742777699726, 127.37139257164937 36.40388516731371, 127.37165822418514 36.40397824454358))"
3439012,235,"LINESTRING (127.14510209539885 36.71060884045647, 127.14472485998975 36.71090859618811, 127.14426242865031 36.7112819501285, 127.14373800999702 36.71172389357702, 127.14327677188882 36.712138494139325)"
3439601,241,"MULTILINESTRING ((127.25000003119207 36.52158604550064, 127.25003709268812 36.52165826820869, 127.25018674927782 36.52201656531479, 127.25032761663904 36.52240793969297, 127.2504295479889 36.522578343720724, 127.25066046286443 36.522913689130846), (127.25092024120339 36.52399550043084, 127.25100348565012 36.52439400911578, 127.2510100009731 36.524442406551145, 127.2510158183071 36.52449452687328, 127.25102994855924 36.524742898903526))"
3439602,573,"MULTILINESTRING ((127.25000003119207 36.52158604550064, 127.24996943523125 36.52152642235034, 127.249807173166 36.52122965357406, 127.24968365517067 36.52101453672534, 127.24947617321921 36.52071059763171, 127.2493464103732 36.520532952915154, 127.24908827285638 36.520216523424146, 127.24887107670553 36.51997226216918, 127.24865041119315 36.51974881876537, 127.2482902687366 36.519418511326506, 127.24800645734949 36.519190904731545, 127.24759635357978 36.518885578985866), (127.25065534492835 36.524540928341175, 127.25062055763571 36.524436454335245), (127.25066046286443 36.522913689130846, 127.25074544548632 36.52341236348322, 127.25078681350668 36.52364337138154, 127.2508436553968 36.52392083113486, 127.25094130880748 36.524345771974495, 127.25094271662378 36.52435405300145, 127.25094814789531 36.524380484313674, 127.2509505678637 36.52440414469408, 127.25094545971326 36.52442780511923), (127.25105595960181 36.52483125561331, 127.25083349624855 36.52482414492782))"
3439612,2996,"LINESTRING (127.24759635357978 36.518885578985866, 127.24682125117207 36.51838040423432, 127.24642294404269 36.518093120538055, 127.24622240257524 36.51794045763823, 127.24584074911634 36.51763374386784, 127.24553334433773 36.51735756247469, 127.24539247923211 36.51721322635276, 127.24504552036557 36.5168051989346, 127.24469994898496 36.51636039334109, 127.24453167323026 36.51608513635913, 127.2443090400418 36.51568612926319, 127.24417314670475 36.515403932812376, 127.24408871914001 36.515205007378, 127.24397190808352 36.51489505370684, 127.24389788888894 36.51466490146515, 127.24380189482561 36.51432025128663, 127.24373712662042 36.51396403546162, 127.2437093684285 36.513768579329735, 127.24366765779946 36.51336364773236, 127.24365932882837 36.513138815213615, 127.2436416271543 36.512374338325536, 127.24351728508061 36.50505827500495, 127.24348531979766 36.50354174098978, 127.24342841080845 36.50262436894794, 127.24337913714348 36.501960974388616, 127.24323055985853 36.500674825861424, 127.24315963214661 36.50018304393206, 127.24313292563578 36.49999995989121, 127.24304730531604 36.49941299762348, 127.2425836862933 36.496843984343776, 127.24207427449271 36.494157467433936, 127.24203838287787 36.493956293306674, 127.24197585076608 36.49356582775582, 127.2419324028425 36.49303503260346)"
3440241,337,"LINESTRING (127.30011568193495 36.5001700117197, 127.29993804231006 36.49999995963768, 127.299879024443 36.49994346260795, 127.2998001458068 36.4998454814729, 127.29886431781823 36.49855413799583, 127.29815254132602 36.49757196184324)"
3440311,31,"MULTILINESTRING ((127.38194041638053 36.34163262874894, 127.38211882607261 36.3414648295501), (127.38352465217284 36.34057553775964, 127.38360385328596 36.34054666297513))"
3440312,7,"LINESTRING (127.38221387323028 36.34172057794701, 127.38217144231768 36.341762240838605)"
3440341,158,"LINESTRING (127.38968048987877 36.3391411371176, 127.39043194717848 36.33895812058907, 127.39069971851406 36.338869116486826, 127.39093449012692 36.338779341665635, 127.39101181044097 36.3387444250441, 127.39118265409776 36.338655366129984, 127.39129502444594 36.33858162612368)"
3440342,171,"MULTILINESTRING ((127.39075440448859 36.33909374554581, 127.38963617578631 36.33936923396221), (127.39093449012692 36.338779341665635, 127.39104291868651 36.33895118501824, 127.39131063661037 36.33878568009199, 127.39143910803561 36.33869451069104))"
3440351,556,"LINESTRING (127.38360385328596 36.34054666297513, 127.38433354737175 36.34030589673473, 127.38956451870584 36.33916887850408)"
3440352,560,"LINESTRING (127.38963617578631 36.33936923396221, 127.38439671844957 36.34050355512611, 127.38394980396467 36.34066037170634, 127.38365434700056 36.34079342819873)"
