TLINKIDP1,LENGTH,geometry
10514412,1120,"MULTILINESTRING ((127.2721715635673 36.46317042206179, 127.27062490610437 36.46343563502424, 127.26979832933469 36.463580368313295, 127.26839450916773 36.46386052533522), (127.27590656356752 36.46257491692847, 127.27441989690081 36.46282994266953, 127.27340676365075 36.46300065578201), (127.27973000744623 36.45870093388188, 127.27935293161302 36.45922150104163, 127.27911623185446 36.45964800271468, 127.2789776319413 36.45995540807088, 127.27877256583574 36.460592757592174, 127.27870090605805 36.46071887761403, 127.27835770588688 36.461220433106156, 127.27803760570114 36.46154401636614, 127.27769110591693 36.46183928717007, 127.27716970598466 36.46217905013247, 127.27661530632955 36.46242578362698, 127.27629192056445 36.462493830299756))"
10514432,494,"MULTILINESTRING ((127.27737369290868 36.46353527271753, 127.27733020442145 36.464067197164745), (127.27973000744623 36.45870093388188, 127.27957136524195 36.458859632743405, 127.2788057652056 36.4597251699403, 127.27835366523067 36.46023478425697, 127.27822826466654 36.460391174558936, 127.2779411651029 36.46084686192971, 127.27780916531403 36.461120543609255, 127.27764416490363 36.46154522325589, 127.277583596399 36.461769983170846, 127.27752359639985 36.462127820338466))"
16004451,430,"MULTILINESTRING ((127.32702465221058 36.374250536834246, 127.32700977472638 36.37428081520829, 127.32539605736451 36.37750051487226), (127.32680937070431 36.37418947196902, 127.32702465221058 36.374250536834246), (127.32711076679122 36.37408167113714, 127.32702465221058 36.374250536834246))"
16004452,48,"MULTILINESTRING ((127.3249200066448 36.37782456488023, 127.32509945466379 36.37749525473738), (127.3269033165811 36.37399924467573, 127.32694291822651 36.37392220605288))"
16004461,216,"MULTILINESTRING ((127.32102783824367 36.383364442333466, 127.3205964649921 36.384194057645566), (127.32470210001996 36.3787660075548, 127.32437019173594 36.3791126827065), (127.3247138478622 36.37817608917651, 127.32500427761669 36.3782627505454, 127.32516215269891 36.37796720364947))"
16004462,798,"MULTILINESTRING ((127.31996144777816 36.38411527590697, 127.32007954889984 36.38410512621723, 127.32017004466319 36.38408542539004, 127.32024699672668 36.384055874498245, 127.32037360925557 36.38399767170241, 127.3203249759633 36.384061697933625), (127.32019766308522 36.384232809892865, 127.3203249759633 36.384061697933625), (127.3205964649921 36.384194057645566, 127.3203249759633 36.384061697933625), (127.32043976281027 36.38390672738345, 127.32102783824367 36.383364442333466, 127.32374360889926 36.380138251560524, 127.32437019173594 36.3791126827065), (127.32442769978134 36.37867934528658, 127.3247138478622 36.37817608917651))"
16004891,25,"LINESTRING (127.33092262015094 36.298041438586715, 127.33100825557857 36.298073187892534, 127.33094254436894 36.29821783627134)"
16004892,205,"LINESTRING (127.33312543514624 36.29872715706212, 127.33282368782201 36.29870571435023, 127.3323764275628 36.29864444700761, 127.33202291312783 36.29858499598933, 127.331762644083 36.29851220878446, 127.3309751810182 36.298228914817315, 127.33094254436894 36.29821783627134)"
16004911,682,"LINESTRING (127.33312696583519 36.29861380758047, 127.33454895642667 36.29857625307613, 127.33535157299342 36.29855786733702, 127.33767364696818 36.2985149646209, 127.33824344353752 36.29851036600313, 127.33842265385861 36.298521087190906, 127.33888523114697 36.29857316394295, 127.3393554672408 36.298652812142784, 127.3397276737134 36.2987217386748, 127.34066075107702 36.2989466250696)"
16004912,680,"LINESTRING (127.34061850254878 36.299079999132104, 127.33965744496989 36.29881402271615, 127.33890973952363 36.29868344977106, 127.33826795188641 36.29861758833204, 127.33784979469623 36.29861759080441, 127.33348288675556 36.29873249783817, 127.33312543514624 36.29872715706212)"
16004931,179,"LINESTRING (127.34066075107702 36.2989466250696, 127.34233025230942 36.29934043067292, 127.34258094481841 36.29940089570114)"
16004932,191,"MULTILINESTRING ((127.34254983306144 36.29953347227386, 127.34082437465473 36.29912833755496), (127.3427283086003 36.299573958829, 127.34254983306144 36.29953347227386), (127.34258094481841 36.29940089570114, 127.34254983306144 36.29953347227386))"
16005001,180,"LINESTRING (127.35562339848126 36.35666931731525, 127.35760433871269 36.356397159089255)"
16005002,391,"LINESTRING (127.35966485501436 36.35633080024365, 127.35536165170448 36.356923889300866)"
16005011,357,"MULTILINESTRING ((127.34977889811645 36.35786948541933, 127.35006623741329 36.357817648360204), (127.35171377132657 36.357275492733706, 127.35281607033767 36.35704628612685, 127.35462016968391 36.35680403125741, 127.35533078337464 36.3567086095937))"
16005012,113,"LINESTRING (127.35017039586296 36.357990472200974, 127.34903659291284 36.35844454035688)"
16005031,77,"LINESTRING (127.34933809079013 36.35819762874422, 127.35006623741329 36.357817648360204)"
16005032,705,"LINESTRING (127.35017039586296 36.357990472200974, 127.34933809079013 36.35819762874422, 127.34678673123408 36.3591280904041, 127.34382120604776 36.36016458313425, 127.3430029068779 36.36057040228947)"
16005051,123,"MULTILINESTRING ((127.34012830728538 36.361325249328914, 127.34030941665601 36.36125967231375, 127.34022283597801 36.36152856148112), (127.34042465204456 36.3612172040845, 127.34056440534295 36.36116890136397), (127.34229725218736 36.360555212416976, 127.34295241037533 36.36032759890417))"
16005052,90,"LINESTRING (127.34183742939605 36.36097463175399, 127.34091305765133 36.36128626212428)"
16005191,242,"LINESTRING (127.40377136064113 36.34830215651675, 127.40379146858525 36.34946299869291, 127.40379727910506 36.34955346779097, 127.40396445497866 36.350472976001704)"
16005292,102,"MULTILINESTRING ((127.37398657420276 36.331034626392004, 127.37392712731035 36.3308727050276), (127.37440294121988 36.331907209241095, 127.3741469375117 36.33137986478989), (127.37501923132176 36.33327689827451, 127.37500003169565 36.33322460539653, 127.37497264698439 36.3331500206349))"
16005311,148,"MULTILINESTRING ((127.37743627801257 36.34373511864045, 127.37766877074448 36.34406133961262, 127.37791499469449 36.34441130879266, 127.37830782846191 36.34480019497173), (127.37864750047787 36.34524870247418, 127.37866588752149 36.34527307919512, 127.37868988966783 36.34530490016831))"
16005312,155,"MULTILINESTRING ((127.37843526647795 36.34584606503977, 127.3785364520944 36.34566135968295, 127.37855318363313 36.34560915439123, 127.37855452171844 36.34555694919132, 127.37854849774783 36.34550809052199, 127.37851985603984 36.34539027684449, 127.378503605866 36.34532701112025, 127.3782288011809 36.34495054639568), (127.37868988966783 36.34530490016831, 127.3785479271861 36.34539082989389, 127.378728927183 36.34565145385076))"
16005321,288,"MULTILINESTRING ((127.3764926575686 36.3396588933371, 127.37652265843853 36.339754884527), (127.37662896561079 36.34009502639528, 127.37682690639095 36.340686062631114, 127.376997629905 36.34133369668106, 127.37704247213466 36.34156918575939, 127.37706935170574 36.341825273253136, 127.37707410483938 36.342103318604885), (127.37722275737792 36.343335084014285, 127.37743627801257 36.34373511864045))"
16005322,176,"MULTILINESTRING ((127.37662896561079 36.34009502639528, 127.37652265843853 36.339754884527), (127.37722275737792 36.343335084014285, 127.37712414132086 36.343096312217035, 127.37708057456364 36.34272386249557, 127.37707410483938 36.342103318604885))"
3300411,732,"MULTILINESTRING ((127.15228011278887 36.70040486428717, 127.15221840799394 36.70068935591947, 127.15138954470551 36.703603186716556), (127.15344220814428 36.696971968232475, 127.15305288288242 36.69790460244787, 127.15295360311782 36.698189712872036), (127.15467951091237 36.695042713340904, 127.1543962047704 36.695433588965024, 127.15398791983587 36.696034677208985), (127.15830070299602 36.68890821295842, 127.1582108896205 36.68906857644007, 127.15809755628808 36.68947715171353, 127.15802214723588 36.68978887919562))"
3300412,1027,"MULTILINESTRING ((127.15228011278887 36.70040486428717, 127.15273478540472 36.69890775302507, 127.15295360311782 36.698189712872036), (127.15344220814428 36.696971968232475, 127.15365539896153 36.69657416072813, 127.15398791983587 36.696034677208985), (127.15467951091237 36.695042713340904, 127.15514436777022 36.69445738420329, 127.15568518136644 36.693787368608305, 127.15683335098059 36.69229886161956, 127.15697802691312 36.69211258643217, 127.15728899629636 36.691709749463996, 127.15750191798062 36.691357055149744, 127.15766908575732 36.691013229949334, 127.15778774410376 36.69069989985951, 127.15784755629048 36.690510606817014, 127.15802214723588 36.68978887919562))"
3300431,1728,"MULTILINESTRING ((127.17289990380452 36.68127774165442, 127.1707424014788 36.682044772510885, 127.17015707413887 36.682232791068806), (127.17853500347668 36.67902680517298, 127.17618350839642 36.67998889537993), (127.18111817992612 36.67797699003999, 127.17925661460679 36.67873005915005), (127.18463038939835 36.67670896601328, 127.18382535434444 36.67692591697435, 127.18303620376068 36.677211336604344), (127.18953420821111 36.676302947400146, 127.18936842387446 36.67629164649171), (127.19948016497759 36.675640103226506, 127.1992944055158 36.67568904343176, 127.19918840692488 36.6757137451098, 127.19904606223403 36.67574813698267, 127.19898378148557 36.675763470423206, 127.19881035712481 36.6758059373085, 127.19865951204227 36.67584169525156, 127.19859231739817 36.67586028153985, 127.19847491810178 36.67589138998799, 127.19836768474175 36.67591734262295, 127.19827465707232 36.675941287071865, 127.19814800105439 36.675984845734206, 127.19799575392877 36.67604061449163, 127.19784429281061 36.676097189940975, 127.19770109826057 36.67614852863818, 127.19753946221297 36.67620854489354, 127.19739962033553 36.67625969563242, 127.19726139364025 36.676301667890655, 127.1966320139098 36.6763548717812, 127.19624629469149 36.67644885093279, 127.19602657053458 36.6764885146313, 127.19576373467832 36.67652824218163, 127.19549181746811 36.67655959524522, 127.19515870139382 36.67659267320839, 127.19499761483188 36.6766050092085, 127.19492411773898 36.676609006694854, 127.19445649816267 36.6766359009196, 127.19419963200578 36.67663610506546, 127.19367351782658 36.676623004640895, 127.19314405367264 36.67658737260232, 127.19049760112681 36.67636861835116, 127.18990671716057 36.67632833996497))"
3300432,1103,"MULTILINESTRING ((127.17280405855523 36.67961007485777, 127.1728466036819 36.679643262538626, 127.17304828653994 36.67977499343088, 127.17339666321053 36.68003698932049, 127.17348481745397 36.68009307284093, 127.17357503833937 36.68014568947494, 127.17370138768878 36.6802073308055, 127.17382424946727 36.68025942493348, 127.17393913785666 36.6802975615835, 127.17408714108188 36.68033384742886, 127.17423489609413 36.6803600392838, 127.17436147656925 36.68037418382078, 127.17450280772414 36.68037929736598, 127.17465609086887 36.68037438616853, 127.1748288074632 36.68035430880443, 127.1751863949892 36.680293333871944, 127.17618350839642 36.67998889537993), (127.17853500347668 36.67902680517298, 127.17925661460679 36.67873005915005), (127.18111817992612 36.67797699003999, 127.1814336692302 36.677848773693846, 127.18303620376068 36.677211336604344), (127.18463038939835 36.67670896601328, 127.18603639421055 36.67639333397477, 127.18679348936028 36.67629474130158, 127.18767223220397 36.676238489608956, 127.18830195367691 36.67621894914057, 127.18936842387446 36.67629164649171), (127.18953420821111 36.676302947400146, 127.18990671716057 36.67632833996497), (127.1966320139098 36.6763548717812, 127.19690374675889 36.67628857645952, 127.19708719903375 36.67622675687699))"
3332451,861,"MULTILINESTRING ((127.40891314525406 36.32423774785359, 127.40807011538932 36.3249297941399, 127.40760095290763 36.32531285235051, 127.4072852136352 36.32556991211116), (127.411408314003 36.3221805389685, 127.4106311641907 36.32279240245776, 127.40986512348601 36.323439785714186, 127.40917973323337 36.324014289892986), (127.41341586089064 36.32052113859801, 127.4131181475279 36.32077165284253, 127.41228163415047 36.321465546336285, 127.41185586676687 36.321816561940196), (127.4139556834345 36.32007482755902, 127.41350732463887 36.32044872159107), (127.41508919780438 36.31964894926738, 127.41490223610894 36.31963103936057, 127.41485649352721 36.31963328095487, 127.41476527380901 36.31965283508727, 127.41467475075146 36.31967517784365, 127.41456914156696 36.319705224192475, 127.41448616292202 36.319729878206466, 127.41431171962938 36.31979420850962, 127.41463102787405 36.31954052820048, 127.41463712918959 36.319534602607035))"
3332452,155,"MULTILINESTRING ((127.40891314525406 36.32423774785359, 127.40917973323337 36.324014289892986), (127.411408314003 36.3221805389685, 127.4117740846769 36.321883985587, 127.41185586676687 36.321816561940196), (127.41341586089064 36.32052113859801, 127.41350732463887 36.32044872159107), (127.4139556834345 36.32007482755902, 127.41431171962938 36.31979420850962), (127.41463712918959 36.319534602607035, 127.41464527682493 36.31952598181169, 127.41472273091728 36.319464406944356, 127.41473226173697 36.31945460749801))"
3333591,438,"MULTILINESTRING ((127.41361221179926 36.37424439095998, 127.41347043727889 36.37435233928087), (127.41932347055744 36.372094232505646, 127.41680364397662 36.37291895936621, 127.41672277871956 36.37294707929438), (127.42070809013553 36.37164188971466, 127.42006152436149 36.37187064036578, 127.41968764923504 36.371990567875756, 127.41945601070529 36.37205827869698), (127.42231192755031 36.37033225471067, 127.42211745006077 36.370379673263045, 127.42207596433558 36.370399707459875, 127.42203447861041 36.37042975920468, 127.42183795606293 36.37059988575122))"
3333592,538,"MULTILINESTRING ((127.41310119723822 36.374763879832464, 127.4133323247977 36.374461292144446, 127.41347043727889 36.37435233928087), (127.41361221179926 36.37424439095998, 127.41392633149388 36.37401665114651, 127.41410748462795 36.373919137659115, 127.41462822895481 36.373675433980544, 127.41672277871956 36.37294707929438), (127.41932347055744 36.372094232505646, 127.41945601070529 36.37205827869698), (127.42070809013553 36.37164188971466, 127.420832845886 36.371586473491455, 127.42087898740132 36.37156675405738, 127.42098797353995 36.37148120155291, 127.42183795606293 36.37059988575122))"
